,sentiment
36950,neutral
36951,negative
36952,neutral
36953,neutral
36954,neutral
36955,neutral
36956,neutral
36957,neutral
36958,neutral
36959,neutral
36960,negative
36961,neutral
36962,neutral
36963,neutral
36964,neutral
36965,neutral
36966,positive
36967,neutral
36968,neutral
36969,neutral
36970,negative
36971,neutral
36972,neutral
36973,positive
36974,positive
36975,positive
36976,neutral
36977,neutral
36978,positive
36979,neutral
36980,negative
36981,neutral
36982,negative
36983,neutral
36984,neutral
36985,positive
36986,neutral
36987,neutral
36988,neutral
36989,neutral
36990,neutral
36991,positive
36992,positive
36993,neutral
36994,neutral
36995,neutral
36996,negative
36997,negative
36998,positive
36999,negative
37000,neutral
37001,positive
37002,neutral
37003,negative
37004,neutral
37005,neutral
37006,negative
37007,neutral
37008,neutral
37009,neutral
37010,neutral
37011,neutral
37012,neutral
37013,neutral
37014,neutral
37015,neutral
37016,neutral
37017,neutral
37018,neutral
37019,negative
37020,neutral
37021,neutral
37022,neutral
37023,negative
37024,neutral
37025,negative
37026,neutral
37027,neutral
37028,neutral
37029,neutral
37030,neutral
37031,positive
37032,neutral
37033,neutral
37034,neutral
37035,neutral
37036,neutral
37037,neutral
37038,positive
37039,positive
37040,neutral
37041,neutral
37042,neutral
37043,neutral
37044,negative
37045,neutral
37046,neutral
37047,neutral
37048,neutral
37049,positive
37050,negative
37051,neutral
37052,positive
37053,negative
37054,neutral
37055,neutral
37056,neutral
37057,neutral
37058,neutral
37059,negative
37060,neutral
37061,positive
37062,neutral
37063,negative
37064,positive
37065,neutral
37066,neutral
37067,neutral
37068,neutral
37069,negative
37070,neutral
37071,neutral
37072,neutral
37073,negative
37074,neutral
37075,neutral
37076,neutral
37077,negative
37078,neutral
37079,neutral
37080,neutral
37081,negative
37082,neutral
37083,neutral
37084,neutral
37085,negative
37086,positive
37087,neutral
37088,negative
37089,neutral
37090,neutral
37091,neutral
37092,neutral
37093,neutral
37094,neutral
37095,negative
37096,negative
37097,neutral
37098,neutral
37099,neutral
37100,negative
37101,neutral
37102,negative
37103,positive
37104,neutral
37105,negative
37106,negative
37107,negative
37108,neutral
37109,negative
37110,negative
37111,negative
37112,neutral
37113,positive
37114,positive
37115,positive
37116,positive
37117,neutral
37118,positive
37119,neutral
37120,neutral
37121,neutral
37122,neutral
37123,negative
37124,neutral
37125,neutral
37126,positive
37127,negative
37128,neutral
37129,neutral
37130,neutral
37131,neutral
37132,neutral
37133,neutral
37134,negative
37135,neutral
37136,positive
37137,positive
37138,neutral
37139,neutral
37140,neutral
37141,neutral
37142,neutral
37143,positive
37144,neutral
37145,positive
37146,neutral
37147,neutral
37148,neutral
37149,positive
37150,neutral
37151,positive
37152,positive
37153,neutral
37154,neutral
37155,neutral
37156,neutral
37157,positive
37158,neutral
37159,neutral
37160,neutral
37161,neutral
37162,positive
37163,neutral
37164,neutral
37165,neutral
37166,neutral
37167,neutral
37168,neutral
37169,neutral
37170,neutral
37171,neutral
37172,negative
37173,neutral
37174,neutral
37175,positive
37176,positive
37177,neutral
37178,neutral
37179,neutral
37180,neutral
37181,neutral
37182,neutral
37183,positive
37184,neutral
37185,positive
37186,neutral
37187,negative
37188,neutral
37189,negative
37190,positive
37191,neutral
37192,neutral
37193,neutral
37194,neutral
37195,neutral
37196,neutral
37197,neutral
37198,neutral
37199,neutral
37200,neutral
37201,neutral
37202,negative
37203,neutral
37204,neutral
37205,neutral
37206,neutral
37207,neutral
37208,negative
37209,neutral
37210,neutral
37211,neutral
37212,neutral
37213,neutral
37214,neutral
37215,neutral
37216,neutral
37217,neutral
37218,negative
37219,neutral
37220,neutral
37221,neutral
37222,neutral
37223,neutral
37224,neutral
37225,neutral
37226,neutral
37227,neutral
37228,neutral
37229,neutral
37230,neutral
37231,neutral
37232,neutral
37233,negative
37234,neutral
37235,neutral
37236,positive
37237,neutral
37238,neutral
37239,negative
37240,neutral
37241,neutral
37242,positive
37243,negative
37244,positive
37245,neutral
37246,neutral
37247,positive
37248,neutral
37249,neutral
37250,neutral
37251,neutral
37252,neutral
37253,neutral
37254,neutral
37255,neutral
37256,neutral
37257,negative
37258,negative
37259,neutral
37260,neutral
37261,positive
37262,positive
37263,neutral
37264,negative
37265,neutral
37266,neutral
37267,positive
37268,neutral
37269,negative
37270,neutral
37271,neutral
37272,neutral
37273,neutral
37274,negative
37275,negative
37276,neutral
37277,neutral
37278,neutral
37279,positive
37280,neutral
37281,positive
37282,positive
37283,positive
37284,neutral
37285,positive
37286,neutral
37287,negative
37288,negative
37289,neutral
37290,positive
37291,negative
37292,neutral
37293,neutral
37294,negative
37295,negative
37296,negative
37297,neutral
37298,neutral
37299,negative
37300,neutral
37301,neutral
37302,neutral
37303,neutral
37304,neutral
37305,neutral
37306,neutral
37307,negative
37308,neutral
37309,positive
37310,neutral
37311,neutral
37312,positive
37313,neutral
37314,positive
37315,positive
37316,neutral
37317,neutral
37318,positive
37319,positive
37320,positive
37321,negative
37322,negative
37323,negative
37324,negative
37325,neutral
37326,neutral
37327,neutral
37328,positive
37329,neutral
37330,neutral
37331,neutral
37332,neutral
37333,positive
37334,neutral
37335,neutral
37336,neutral
37337,neutral
37338,positive
37339,neutral
37340,neutral
37341,neutral
37342,neutral
37343,neutral
37344,neutral
37345,positive
37346,neutral
37347,positive
37348,neutral
37349,neutral
37350,neutral
37351,negative
37352,negative
37353,neutral
37354,neutral
37355,neutral
37356,neutral
37357,neutral
37358,neutral
37359,neutral
37360,neutral
37361,negative
37362,neutral
37363,neutral
37364,neutral
37365,neutral
37366,positive
37367,neutral
37368,positive
37369,neutral
37370,neutral
37371,neutral
37372,neutral
37373,neutral
37374,neutral
37375,neutral
37376,positive
37377,neutral
37378,positive
37379,positive
37380,neutral
37381,positive
37382,positive
37383,positive
37384,neutral
37385,neutral
37386,neutral
37387,neutral
37388,neutral
37389,positive
37390,neutral
37391,neutral
37392,neutral
37393,neutral
37394,neutral
37395,neutral
37396,neutral
37397,neutral
37398,neutral
37399,neutral
37400,neutral
37401,neutral
37402,neutral
37403,neutral
37404,neutral
37405,neutral
37406,negative
37407,neutral
37408,neutral
37409,neutral
37410,neutral
37411,neutral
37412,neutral
37413,positive
37414,positive
37415,neutral
37416,neutral
37417,negative
37418,neutral
37419,neutral
37420,neutral
37421,neutral
37422,neutral
37423,neutral
37424,neutral
37425,neutral
37426,neutral
37427,neutral
37428,neutral
37429,neutral
37430,neutral
37431,positive
37432,positive
37433,neutral
37434,positive
37435,neutral
37436,positive
37437,neutral
37438,neutral
37439,neutral
37440,neutral
37441,neutral
37442,positive
37443,negative
37444,positive
37445,neutral
37446,neutral
37447,negative
37448,neutral
37449,neutral
37450,negative
37451,neutral
37452,neutral
37453,neutral
37454,negative
37455,positive
37456,negative
37457,neutral
37458,neutral
37459,negative
37460,neutral
37461,neutral
37462,negative
37463,positive
37464,negative
37465,neutral
37466,neutral
37467,neutral
37468,negative
37469,negative
37470,neutral
37471,positive
37472,neutral
37473,neutral
37474,positive
37475,negative
37476,neutral
37477,neutral
37478,neutral
37479,positive
37480,neutral
37481,negative
37482,negative
37483,negative
37484,positive
37485,neutral
37486,neutral
37487,neutral
37488,positive
37489,neutral
37490,positive
37491,neutral
37492,positive
37493,neutral
37494,positive
37495,positive
37496,neutral
37497,negative
37498,neutral
37499,neutral
37500,positive
37501,negative
37502,neutral
37503,neutral
37504,neutral
37505,negative
37506,positive
37507,neutral
37508,neutral
37509,positive
37510,neutral
37511,positive
37512,neutral
37513,positive
37514,neutral
37515,negative
37516,positive
37517,neutral
37518,neutral
37519,negative
37520,neutral
37521,neutral
37522,positive
37523,positive
37524,positive
37525,neutral
37526,neutral
37527,positive
37528,neutral
37529,negative
37530,negative
37531,negative
37532,positive
37533,neutral
37534,neutral
37535,positive
37536,neutral
37537,positive
37538,negative
37539,negative
37540,positive
37541,positive
37542,neutral
37543,neutral
37544,negative
37545,negative
37546,negative
37547,neutral
37548,positive
37549,positive
37550,neutral
37551,neutral
37552,positive
37553,neutral
37554,neutral
37555,neutral
37556,negative
37557,neutral
37558,neutral
37559,neutral
37560,neutral
37561,neutral
37562,neutral
37563,neutral
37564,neutral
37565,neutral
37566,neutral
37567,negative
37568,neutral
37569,neutral
37570,neutral
37571,neutral
37572,neutral
37573,negative
37574,positive
37575,neutral
37576,positive
37577,neutral
37578,neutral
37579,neutral
37580,neutral
37581,neutral
37582,positive
37583,neutral
37584,negative
37585,neutral
37586,neutral
37587,positive
37588,negative
37589,neutral
37590,positive
37591,neutral
37592,positive
37593,neutral
37594,positive
37595,neutral
37596,positive
37597,neutral
37598,neutral
37599,neutral
37600,neutral
37601,positive
37602,neutral
37603,neutral
37604,neutral
37605,neutral
37606,neutral
37607,positive
37608,positive
37609,neutral
37610,neutral
37611,positive
37612,positive
37613,positive
37614,neutral
37615,neutral
37616,negative
37617,neutral
37618,positive
37619,positive
37620,neutral
37621,neutral
37622,neutral
37623,positive
37624,neutral
37625,neutral
37626,neutral
37627,positive
37628,positive
37629,neutral
37630,neutral
37631,negative
37632,neutral
37633,neutral
37634,neutral
37635,neutral
37636,neutral
37637,neutral
37638,neutral
37639,neutral
37640,neutral
37641,negative
37642,positive
37643,neutral
37644,neutral
37645,neutral
37646,neutral
37647,neutral
37648,neutral
37649,neutral
37650,neutral
37651,neutral
37652,neutral
37653,neutral
37654,neutral
37655,neutral
37656,neutral
37657,neutral
37658,neutral
37659,negative
37660,neutral
37661,neutral
37662,neutral
37663,neutral
37664,negative
37665,neutral
37666,neutral
37667,neutral
37668,neutral
37669,neutral
37670,positive
37671,neutral
37672,positive
37673,neutral
37674,positive
37675,positive
37676,neutral
37677,neutral
37678,negative
37679,positive
37680,neutral
37681,neutral
37682,neutral
37683,neutral
37684,neutral
37685,neutral
37686,neutral
37687,neutral
37688,neutral
37689,neutral
37690,negative
37691,neutral
37692,neutral
37693,neutral
37694,positive
37695,neutral
37696,neutral
37697,positive
37698,neutral
37699,negative
37700,neutral
37701,neutral
37702,neutral
37703,negative
37704,neutral
37705,neutral
37706,neutral
37707,neutral
37708,neutral
37709,negative
37710,neutral
37711,neutral
37712,neutral
37713,neutral
37714,neutral
37715,neutral
37716,neutral
37717,neutral
37718,neutral
37719,neutral
37720,neutral
37721,positive
37722,neutral
37723,positive
37724,negative
37725,positive
37726,neutral
37727,negative
37728,negative
37729,positive
37730,negative
37731,negative
37732,neutral
37733,neutral
37734,neutral
37735,neutral
37736,neutral
37737,neutral
37738,neutral
37739,neutral
37740,neutral
37741,neutral
37742,neutral
37743,positive
37744,neutral
37745,neutral
37746,neutral
37747,neutral
37748,neutral
37749,neutral
37750,negative
37751,negative
37752,negative
37753,neutral
37754,positive
37755,neutral
37756,neutral
37757,neutral
37758,neutral
37759,neutral
37760,positive
37761,negative
37762,neutral
37763,neutral
37764,neutral
37765,neutral
37766,negative
37767,neutral
37768,neutral
37769,negative
37770,neutral
37771,negative
37772,positive
37773,positive
37774,neutral
37775,neutral
37776,neutral
37777,neutral
37778,negative
37779,neutral
37780,neutral
37781,negative
37782,negative
37783,negative
37784,positive
37785,negative
37786,negative
37787,neutral
37788,neutral
37789,positive
37790,positive
37791,positive
37792,neutral
37793,neutral
37794,neutral
37795,neutral
37796,positive
37797,neutral
37798,positive
37799,neutral
37800,neutral
37801,neutral
37802,neutral
37803,neutral
37804,neutral
37805,neutral
37806,neutral
37807,neutral
37808,neutral
37809,neutral
37810,positive
37811,positive
37812,negative
37813,neutral
37814,positive
37815,neutral
37816,neutral
37817,neutral
37818,neutral
37819,positive
37820,neutral
37821,neutral
37822,neutral
37823,neutral
37824,neutral
37825,neutral
37826,neutral
37827,neutral
37828,neutral
37829,positive
37830,neutral
37831,neutral
37832,negative
37833,negative
37834,neutral
37835,neutral
37836,neutral
37837,neutral
37838,positive
37839,positive
37840,negative
37841,neutral
37842,neutral
37843,positive
37844,neutral
37845,neutral
37846,neutral
37847,neutral
37848,neutral
37849,neutral
37850,negative
37851,neutral
37852,neutral
37853,negative
37854,neutral
37855,positive
37856,negative
37857,negative
37858,neutral
37859,neutral
37860,positive
37861,neutral
37862,neutral
37863,neutral
37864,positive
37865,positive
37866,neutral
37867,negative
37868,neutral
37869,neutral
37870,negative
37871,negative
37872,neutral
37873,negative
37874,positive
37875,neutral
37876,neutral
37877,neutral
37878,neutral
37879,neutral
37880,neutral
37881,neutral
37882,neutral
37883,neutral
37884,neutral
37885,neutral
37886,negative
37887,neutral
37888,neutral
37889,neutral
37890,neutral
37891,neutral
37892,positive
37893,neutral
37894,neutral
37895,positive
37896,neutral
37897,positive
37898,neutral
37899,neutral
37900,neutral
37901,neutral
37902,neutral
37903,positive
37904,neutral
37905,neutral
37906,neutral
37907,neutral
37908,negative
37909,neutral
37910,neutral
37911,positive
37912,neutral
37913,neutral
37914,neutral
37915,neutral
37916,neutral
37917,neutral
37918,neutral
37919,positive
37920,neutral
37921,neutral
37922,neutral
37923,positive
37924,negative
37925,neutral
37926,positive
37927,positive
37928,neutral
37929,neutral
37930,neutral
37931,positive
37932,neutral
37933,neutral
37934,neutral
37935,neutral
37936,neutral
37937,positive
37938,neutral
37939,neutral
37940,neutral
37941,positive
37942,neutral
37943,neutral
37944,neutral
37945,positive
37946,neutral
37947,neutral
37948,neutral
37949,neutral
37950,neutral
37951,negative
37952,neutral
37953,neutral
37954,neutral
37955,positive
37956,neutral
37957,neutral
